author_id,author_name,author_affiliation_name
13007367700,"Mustafa, Khalid",Universiti Utara Malaysia
54384940200,"Bakar, Nor'Aznin Abu",Universiti Utara Malaysia
56468654200,"Murphy, Tim",Universiti Utara Malaysia
26656142500,"Rosli, D'Oria Islamiah",Universiti Utara Malaysia
57193058402,"Kit, Ho Chee",Universiti Utara Malaysia
57193063596,"Loon, Lee Khai",Universiti Utara Malaysia
55433728000,"Atanda, Abdulwahab Funsho",Universiti Utara Malaysia
55622403400,"Kura, Kabiru Maitama",Universiti Utara Malaysia
14834560300,"Selamat, Mohamad Hisyam",Universiti Utara Malaysia
57201871127,"Lee, Wen Chiat",Universiti Utara Malaysia
16039341100,"Husni, Husniza",Universiti Utara Malaysia
56748077200,"Ala'Yed, Osama",Universiti Utara Malaysia
57209490899,"Yusoff, Mohd Zarol",Universiti Utara Malaysia
55010239500,"Dalle, Juhriyansyah",Universiti Utara Malaysia
25960907500,"Binti Mustaffa, Che Su",Universiti Utara Malaysia
57132366900,"Meng, Ngeow Yeok",Universiti Utara Malaysia
57192066579,"Ahmed, Mohammed Ishaq",Universiti Utara Malaysia
57193170336,"Abdul Aziz, Suriati",Universiti Utara Malaysia
56037402800,"Shanmugam, S. Kanageswary Suppiah",Universiti Utara Malaysia
55370195900,"Kok-Haur, Ng",Universiti Utara Malaysia
56946874700,"Mkpojiogu, Emmanuel O.C.",Universiti Utara Malaysia
56467797000,"Isa, Mohd Faizal Mohd",Universiti Utara Malaysia
57195996162,"Rahman, Sharifah Nurarfah S.Abd",Universiti Utara Malaysia
36603326400,"Razali, Mohd Norhisham",Universiti Utara Malaysia
15124362500,"Ming, Moy Foong",Universiti Utara Malaysia
57191249779,"Nasir, Najuwa Mohd",Universiti Utara Malaysia
56958617200,"Al-Jaifi, Hamdan Amer",Universiti Utara Malaysia
55918631100,"Haroon Hafeez, Muhammad",Universiti Utara Malaysia
35198009400,"Hanizan, H. S.",Universiti Utara Malaysia
47861624900,"Alabede, James O.",Universiti Utara Malaysia
6505830487,"Shiratuddin, Norshuhada",Universiti Utara Malaysia
56715251400,"Zainal, Zalina Binti",Universiti Utara Malaysia
57202949633,"Daoud, Luay",Universiti Utara Malaysia
56259285900,"Siam, Mohammed",Universiti Utara Malaysia
54789967400,"Mustaffa, Zuriani",Universiti Utara Malaysia
55636728000,"Abdul-Talib, Asmat Nizam",Universiti Utara Malaysia
37023484400,"Saad, Zarina Mat",Universiti Utara Malaysia
55604384900,"Salleh, Salniza Md",Universiti Utara Malaysia
57196043368,"Hashima, Noor",Universiti Utara Malaysia
57202393643,"Sabri, Raihan Sabirah",Universiti Utara Malaysia
56195885200,"Memon, Mumtaz Ali",Universiti Utara Malaysia
57208477923,"Ali, Norhidayah",Universiti Utara Malaysia
56467797000,"Isa, Mohamad Yazid",Universiti Utara Malaysia
56960598200,"Aizan, Y.",Universiti Utara Malaysia
35100067700,"Aziz, Azizi Ab",Universiti Utara Malaysia
56712808700,"Majid, Jamaliah Abdul",Universiti Utara Malaysia
55601001400,"Lawal, Ibrahim A.",Universiti Utara Malaysia
57192921801,"Ibrahim, Murtala Aminu",Universiti Utara Malaysia
56285319300,"Mardani, Abbas",Universiti Utara Malaysia
36676023500,"Wong Abdullah, Wan Salihin",Universiti Utara Malaysia
55487255900,"Fozi, Muhammad Aiman Ahmad",Universiti Utara Malaysia
56703672700,"Maigemu, Ahmad Yahaya",Universiti Utara Malaysia
56363014300,"Jamil, Norzita",Universiti Utara Malaysia
56275646400,"Hj Ahmad, Hj Mohd Akhir",Universiti Utara Malaysia
56212649500,"Hussain, Azham Bin",Universiti Utara Malaysia
55975569400,"Shahrul, Azmi M.Y.",Universiti Utara Malaysia
57194591417,"Nor, Mohd Zakhiri Md",Universiti Utara Malaysia
57190944772,"Utama, Sunariya",Universiti Utara Malaysia
55313293100,"Mukaramah, Harun",Universiti Utara Malaysia
16647335800,"Soh, K. G.",Universiti Utara Malaysia
56414541500,"Shehu, Aliyu Mukhtar",Universiti Utara Malaysia
57192815780,"Shamsuddin, Jauriyah",Universiti Utara Malaysia
35731048700,"Ayuba, Zainal Amin",Universiti Utara Malaysia
55628524240,"Madi, Mohammed K.",Universiti Utara Malaysia
55628524240,"Madi, Mohammed K.",Universiti Utara Malaysia
26427954800,"Almomani, Omar",Universiti Utara Malaysia
23398340700,"Schadewitz, Nicole",Universiti Utara Malaysia
57191665469,"Abidina, Irwan Shah Zainal",Universiti Utara Malaysia
55378316300,"Rahman, Azhar Abdul",Universiti Utara Malaysia
7402255058,"Robinson, Guy Martin",Universiti Utara Malaysia
56084040800,"Ariffin, S.",Universiti Utara Malaysia
57200163124,"Alekaml, Jamal Mohammed Esmail",Universiti Utara Malaysia
57189386125,"Ishak, Khairol Anuar",Universiti Utara Malaysia
55385603300,"Gallato-Reamillo, Kristy Aireen",Universiti Utara Malaysia
57201605617,"Poespowidjojon, Donny Abdul Latief",Universiti Utara Malaysia
57192982056,"Mohammed, Sulaiman Abdullah Saif Alnasser",Universiti Utara Malaysia
57198874929,"Ahmad, Saari Bin",Universiti Utara Malaysia
57188724471,"Leong, Vai Shiem",Universiti Utara Malaysia
57191225441,"Yacob, Aizan",Universiti Utara Malaysia
57204108057,"Md Zalli, Mohd Muslim",Universiti Utara Malaysia
57189378883,"Shamsudin, Abdul Shukor",Universiti Utara Malaysia
25641785200,"Musa, Wahab",Universiti Utara Malaysia
56442735400,"Kashim, Rosmaini",Universiti Utara Malaysia
37017602400,"Shakhatreh, Ala Yaseen Ibrahim",Universiti Utara Malaysia
6507312291,"Jambak, Muhammad Ikhwan",Universiti Utara Malaysia
35730929200,"Amphawan, Angela",Universiti Utara Malaysia
57202798725,"Jebur Taher, Sadaq",Universiti Utara Malaysia
57203892469,"Haji Wahab, Muhammad Zarunnaim",Universiti Utara Malaysia
36681929500,"Abdule, Sayid Mohamed",Universiti Utara Malaysia
57204970636,"Ngamal, Aminatu Zahriah Mohd",Universiti Utara Malaysia
24528128600,"Deraman, Aziz",Universiti Utara Malaysia
36141456500,"Taya, Shamsuddin L.",Universiti Utara Malaysia
56850314600,"Liow, Melissa Li Sa",Universiti Utara Malaysia
57190117387,"Yahaya, Jamaiah Haji",Universiti Utara Malaysia
36718713000,"Anuar, Azyyati",Universiti Utara Malaysia
57192918923,"Lai, Tian So",Universiti Utara Malaysia
57191921310,"Ghanimi, Hayder M.A.",Universiti Utara Malaysia
55089970600,"Azizul Baten, M.",Universiti Utara Malaysia
57195758785,"Ali, Salim Ibrahim",Universiti Utara Malaysia
56271644200,"Baluch, Nazim",Universiti Utara Malaysia
55933422600,"Aziz, Fakhrul Anuar",Universiti Utara Malaysia
57192696320,"Ahmad-Zaluk, Nurwati A.",Universiti Utara Malaysia
56120947300,"Ismail, Risyawati Mohamed",Universiti Utara Malaysia
36447636900,"Aziz, Nur Sukinah",Universiti Utara Malaysia
8846528500,"Ghani, Noraida Abdul",Universiti Utara Malaysia
24476223700,"Abubakar, Juliana A.",Universiti Utara Malaysia
57189288511,"Zambri, Suzana",Universiti Utara Malaysia
56181353400,"Al-Matari, Ebrahim Mohammed",Universiti Utara Malaysia
57200297358,"Gawuna, Muhammad Sani",Universiti Utara Malaysia
57190413301,"Balogun, Wakilat Olabisi",Universiti Utara Malaysia
56623098400,"Rabab'h, Belal",Universiti Utara Malaysia
57194521100,"Akbar, Chowdhury Shahed",Universiti Utara Malaysia
55916192200,"Ishak, Zuaini",Universiti Utara Malaysia
57192803669,"Al-Badi, Said Hamdan",Universiti Utara Malaysia
35889266000,"Mohd Sani, Mohd Azizuddin",Universiti Utara Malaysia
57191440617,"Diah, Ijlal Mohd",Universiti Utara Malaysia
54384940200,"Bakar, Nor Aznin Abu",Universiti Utara Malaysia
55815483400,"Azam, Muhammad",Universiti Utara Malaysia
55547256100,"Jamil, Che Zuriana Muhammad",Universiti Utara Malaysia
37016975900,"Hamin, Zaiton",Universiti Utara Malaysia
36572598200,"Rasheed, Mohammad M.",Universiti Utara Malaysia
56028311500,"Saidin, Siti Zabedah",Universiti Utara Malaysia
55329976500,"Ngah, Kamarudin",Universiti Utara Malaysia
56479075000,"Ojeniyi, Adegoke",Universiti Utara Malaysia
55505762500,"Yusof, Norhafezah",Universiti Utara Malaysia
57189642552,"Othman, Mohd Zainudin",Universiti Utara Malaysia
35069984200,"Ruzinoor Che, Mat",Universiti Utara Malaysia
35231294900,"Xie, Hong",Universiti Utara Malaysia
57003392000,"Abdul Manap, Nur Marina",Universiti Utara Malaysia
56299875400,"Khor, Jolyne Kuan Siew",Universiti Utara Malaysia
56786425800,"Arshad, Darwina",Universiti Utara Malaysia
53868065000,"Kirkland, Richard",Universiti Utara Malaysia
35118589300,"Ajis, Mohd Na eim",Universiti Utara Malaysia
56263019200,"Kherd, Ahmed",Universiti Utara Malaysia
55916466700,"Ahmad, Shuhymee",Universiti Utara Malaysia
57200372220,"Senan, Nabil Ahmad Mareai",Universiti Utara Malaysia
57195965380,"Mahidin, Norlila",Universiti Utara Malaysia
57206039041,"Viswanathan, Kuperan",Universiti Utara Malaysia
55844202900,"Owoyemi, Musa Yusuf",Universiti Utara Malaysia
57205060388,"Abdul Rahman, Ahmad Adnin",Universiti Utara Malaysia
57192815780,"Shamsuddin, Jauriyah",Universiti Utara Malaysia
55879980600,"Othman, Muhammad Fuad",Universiti Utara Malaysia
36801596300,"Duan, Hongbo",Universiti Utara Malaysia
55604384200,"Yusoff, Mohd Zailani Mohd",Universiti Utara Malaysia
55597141700,"Puteh, Ales",Universiti Utara Malaysia
56000543300,"Aljunid, S. A.",Universiti Utara Malaysia
57193074240,"Fauzi, Sherina Shahnaz Mohamed",Universiti Utara Malaysia
56188558100,"Radzuan, Kamaruddin",Universiti Utara Malaysia
36241279700,"Abdullah, Norehan",Universiti Utara Malaysia
57203825159,"Alredany, Wajdi Hamza Dawod",Universiti Utara Malaysia
55955093200,"Jais, Mohamad",Universiti Utara Malaysia
57208560582,"Imran, Muhammad",Universiti Utara Malaysia
57204971990,"Saidi, Mpawenimana Abdallah",Universiti Utara Malaysia
57193090089,"Riazi, Salman Riazi Mehdi",Universiti Utara Malaysia
57192186515,"Maulana, Ade Novia",Universiti Utara Malaysia
57202058010,"Ahmed Mohammed, Ishaq",Universiti Utara Malaysia
56577425000,"Yilmaz, Ozgur Devrim",Universiti Utara Malaysia
56912186900,"Ghazali, Zahiruddin",Universiti Utara Malaysia
57094177400,"Kusumwardani, Rini",Universiti Utara Malaysia
57201475027,"Abdul Manaf, Nor Aziah",Universiti Utara Malaysia
56243987800,"Chaudhary, Sushank",Universiti Utara Malaysia
57195349399,"Noor, Wan Shakizah Wan Mohd",Universiti Utara Malaysia
24756495000,"Melville, Rob",Universiti Utara Malaysia
57191618023,"Ho, Lee Kah",Universiti Utara Malaysia
55990529600,"Cheng, Chuah Soo",Universiti Utara Malaysia
6603920595,"Zakaria, Norhayati",Universiti Utara Malaysia
56636864200,"Belal, H. M.",Universiti Utara Malaysia
55091974300,"Zandi, Gholamreza",Universiti Utara Malaysia
24450495700,"Haron, Habibollah",Universiti Utara Malaysia
53664023200,"Krishnan, Anath Rau",Universiti Utara Malaysia
57189466014,"Abdullah, Mat Zaini",Universiti Utara Malaysia
56467994300,"Alzyoud, Adel A.Y.",Universiti Utara Malaysia
42261106000,"Amzat, Ismail Hussein",Universiti Utara Malaysia
37081503400,"Mahmuddin, M.",Universiti Utara Malaysia
57196043368,"Abd Aziz, Noor Hashima",Universiti Utara Malaysia
57206231721,"Khalil, Rashid",Universiti Utara Malaysia
54582101300,"Azman, Farah Nadia",Universiti Utara Malaysia
55917507500,"Pangil, Faizuniah",Universiti Utara Malaysia
23393269900,"Mahmud, Murni",Universiti Utara Malaysia
57191512243,"Fauzi, Waida Irani Mohd",Universiti Utara Malaysia
25824977200,"Abdul Hamid, Norsiah",Universiti Utara Malaysia
57204816836,"Ghazali, Raslinda Mohd",Universiti Utara Malaysia
55887973700,"Nawanir, Gusman",Universiti Utara Malaysia
56922321000,"Ahmad Zaidi, Mohamad Faizal",Universiti Utara Malaysia
55548289300,"Anwar, O. D.M.",Universiti Utara Malaysia
37101138700,"Abdullateef, Aliyu Olayemi",Universiti Utara Malaysia
55440610900,"Issa, Ashraf Jahmani",Universiti Utara Malaysia
55612687300,"Ab Rahman, Asyraf Hj",Universiti Utara Malaysia
54934516100,"Zahraa, Mahdi",Universiti Utara Malaysia
57008257600,"Rahim Abdul Rahman, Abdul",Universiti Utara Malaysia
56275481000,"Jaganathan, Mathivannan",Universiti Utara Malaysia
55670261000,"Hasan-Basri, Bakti",Universiti Utara Malaysia
57202805734,"Aiman, Shafiq",Universiti Utara Malaysia
57202070547,"Kassim, Nawal",Universiti Utara Malaysia
36436704400,"Abidin, Shamharir",Universiti Utara Malaysia
56498501800,"Ashraf, Mohammad A.",Universiti Utara Malaysia
57190414553,"Kamaruddin, Azlina",Universiti Utara Malaysia
57205622583,"Abdullah, Yousif Aftan",Universiti Utara Malaysia
57193098067,"Muhammad, Anas Sa idu",Universiti Utara Malaysia
36930814400,"Noor, Nor Azila Mohd",Universiti Utara Malaysia
37011272300,"Karim, Sharmila",Universiti Utara Malaysia
55943497500,"Abdul Rahman, Azhar",Universiti Utara Malaysia
57199680603,"Hassan, Sallahuddin Bin",Universiti Utara Malaysia
25629452900,"Mahmud, Norashikin",Universiti Utara Malaysia
55386082200,"Isa, Filzah Md",Universiti Utara Malaysia
56022133600,"Jumah Al-Sardia, Sattam",Universiti Utara Malaysia
57193243004,"Djatmika, ",Universiti Utara Malaysia
57201908963,"Hamid, Mohd Noor Abdul",Universiti Utara Malaysia
57191038835,"Hassan, Nor Laili",Universiti Utara Malaysia
57203902954,"Mat Yusoff, Mohd Yushairi",Universiti Utara Malaysia
33467692800,"Lim, K. H.",Universiti Utara Malaysia
56299935800,"Abidin, Rahimi",Universiti Utara Malaysia
55810388000,"Alobaedy, Mustafa Muwafak",Universiti Utara Malaysia
24722539300,"Alfred, Rayner",Universiti Utara Malaysia
57194029530,"Sabri, Nur Aiedah",Universiti Utara Malaysia
7005158173,"Suleiman, Mohamed",Universiti Utara Malaysia
57209370691,"Alanazi, Turki Abdullah",Universiti Utara Malaysia
57200161947,"Pulka, Buba Musa",Universiti Utara Malaysia
15077946500,"Hussain, Hanizan Shaker",Universiti Utara Malaysia
57194470673,"Nasir, Mohd Herry Mohd",Universiti Utara Malaysia
57193818884,"Nadzir, Maslinda Mohd",Universiti Utara Malaysia
57188844201,"Nasser Ghasham, Abdullah Ahmed",Universiti Utara Malaysia
56958602600,"Shagari, Shamsudeen Ladan",Universiti Utara Malaysia
51664632800,"Abu, Roziya Bte",Universiti Utara Malaysia
56288057500,"Jamaluddin, Faridzah",Universiti Utara Malaysia
57195614777,"Lian, Lam Siew",Universiti Utara Malaysia
14632816800,"Tretiakov, Alexei",Universiti Utara Malaysia
8234251800,"Ahmad, Zuraini",Universiti Utara Malaysia
56957905300,"Zakaria, Nur Hafizah",Universiti Utara Malaysia
56849953700,"Husain, Munawwer",Universiti Utara Malaysia
7003659610,"Rana, Omer F.",Universiti Utara Malaysia
56998837100,"Abdul-Latif, Samshul Amry",Universiti Utara Malaysia
14044878900,"Md Deros, Baba",Universiti Utara Malaysia
57201092522,"Hussain, Mushtaq Taleb",Universiti Utara Malaysia
55625137100,"Khaw, Karren Lee Hwei",Universiti Utara Malaysia
57202798946,"Alden, Feras Zen",Universiti Utara Malaysia
56226522200,"Zher Ng, Huey",Universiti Utara Malaysia
57204758125,"Umar, Ibrahim",Universiti Utara Malaysia
57192407432,"Zainudin, Lutfi",Universiti Utara Malaysia
25825513200,"Rias, Riaza Mohd",Universiti Utara Malaysia
56442518800,"Ch'Ng, Chee Keong",Universiti Utara Malaysia
55522786500,"Desa, Wan Laailatul Hanim Mat",Universiti Utara Malaysia
56958574800,"Al-Madhagy, Taufiq Hail Ghilan",Universiti Utara Malaysia
57200989954,"Loke, Wei Kit",Universiti Utara Malaysia
14056882400,"Rahman, Rashidah Abdul",Universiti Utara Malaysia
36572598200,"Rasheed, Mohammad M.",Universiti Utara Malaysia
31567502400,"Aboobaider, Burhanuddin Mohd",Universiti Utara Malaysia
55344051000,"Islam, Md Mazharul",Universiti Utara Malaysia
57054175500,"Zakaria, Ruzleeta",Universiti Utara Malaysia
57193009534,"Johari, Razana Juhaida",Universiti Utara Malaysia
37028848200,"Taib, Che Azlan Bin",Universiti Utara Malaysia
36494063900,"Bakir, Ali",Universiti Utara Malaysia
57204069971,"Zahrullaili, Muhammad Harith",Universiti Utara Malaysia
56515066100,"Hari, A. P.Nair",Universiti Utara Malaysia
56685328300,"Samsudin, Rose Shamsiah",Universiti Utara Malaysia
57198725138,"Mohamed, Ahmed Ali Otman",Universiti Utara Malaysia
57193804839,"Rahayu, Ahmad",Universiti Utara Malaysia
6506852435,"Zakariah, A. R.",Universiti Utara Malaysia
56962786200,"Tan, Felix B.",Universiti Utara Malaysia
55321052300,"Che Rose, Raduan",Universiti Utara Malaysia
56275524500,"Arshad, Azlin Shafinaz Mohamad",Universiti Utara Malaysia
7102840268,"Garrido, Luis",Universiti Utara Malaysia
57081932400,"Zarifah, A.",Universiti Utara Malaysia
39061031700,"Abdul Karim, Samsul Ariffin",Universiti Utara Malaysia
57203974713,"Batiha, Qais Ali",Universiti Utara Malaysia
55776436600,"Kumar, Pranav",Universiti Utara Malaysia
55505666600,"Nik Abdullah, Nik Ab Halim",Universiti Utara Malaysia
57050414300,"Aljunid, Sharifah Zubaidah Syed Abdul Kader",Universiti Utara Malaysia
57201681015,"Ahmad, Usman",Universiti Utara Malaysia
57191250940,"Alshery, Waleed Bin Rashed",Universiti Utara Malaysia
55603016800,"Noor, Mohamad Akbar Noor Mohamad",Universiti Utara Malaysia
57192275891,"Nafees, Seeni Mohamed",Universiti Utara Malaysia
56132061300,"Yaakub, Sabariah",Universiti Utara Malaysia
36932259400,"Aziz, Norzalita Abd",Universiti Utara Malaysia
57192370566,"Jantan, Amer Hamzah",Universiti Utara Malaysia
55804552200,"Bohari, Abdul Manaf",Universiti Utara Malaysia
35582533500,"Kadir, Herdawatie A.",Universiti Utara Malaysia
57205281747,"Amphwan, Angela",Universiti Utara Malaysia
56643706200,"Hong, Chor Choon",Universiti Utara Malaysia
37079487100,"Ramli, Razamin",Universiti Utara Malaysia
57191771495,"Su Mustaffa, Che",Universiti Utara Malaysia
57202059885,"Waqas, Hamid",Universiti Utara Malaysia
56467750900,"Kaur, Amrita",Universiti Utara Malaysia
56442233900,"Yusoff, Wan Nur Syahidah Wan",Universiti Utara Malaysia
55184199400,"Feng, Yi",Universiti Utara Malaysia
56958547800,"Abd-Mutalib, Hafizah",Universiti Utara Malaysia
57191521654,"Elfakharani, Ashraf M.A.",Universiti Utara Malaysia
57190258474,"Alzu Bi, Sharf Khaled",Universiti Utara Malaysia
14037113500,"Baten, Md Azizul",Universiti Utara Malaysia
35226324400,"Alwi, Asmidah",Universiti Utara Malaysia
57191749199,"Ghani, Noor Hasmini Abd",Universiti Utara Malaysia
57195963067,"Chelliah, Mahendra Kumar",Universiti Utara Malaysia
57191402461,"Mohd Yusoff, Yuhainis",Universiti Utara Malaysia
56344784600,"Yaacob, Nurli",Universiti Utara Malaysia
7004541969,"Hamdan, Abdul Razak",Universiti Utara Malaysia
56016936500,"Al-Qasa, Khaled",Universiti Utara Malaysia
57202781888,"Wibowo, Satriyo",Universiti Utara Malaysia
57209185647,"Hussain, Fawad",Universiti Utara Malaysia
18635232600,"Suki, Norazah Mohd",Universiti Utara Malaysia
41763102200,"Zakaria, Zaherawati",Universiti Utara Malaysia
56532483900,"Alubady, Raaid",Universiti Utara Malaysia
6602079797,"Deris, Safaai",Universiti Utara Malaysia
23004364500,"Grüning, André",Universiti Utara Malaysia
48762315500,"Zareei, Mahdi",Universiti Utara Malaysia
54683503400,"Battour, Mohamed Mohamed",Universiti Utara Malaysia
57204969334,"Hussin, Nurfaiza",Universiti Utara Malaysia
57193093531,"Anwar, Muhamad Firdaus",Universiti Utara Malaysia
36617964500,"Rasli, Ruziana Mohamad",Universiti Utara Malaysia
55820658600,"Kheng, Yeoh Khar",Universiti Utara Malaysia
57192060975,"Zakiah, Farah",Universiti Utara Malaysia
57207608109,"Mansor, Mohd Najib",Universiti Utara Malaysia
56958573100,"Tapa, Afiruddin",Universiti Utara Malaysia
14034146500,"Hadzic, Fedja",Universiti Utara Malaysia
56051029800,"Sangkala, Masnawaty",Universiti Utara Malaysia
7405881572,"Sharma, Subhash C.",Universiti Utara Malaysia
56368524700,"Khor, P. H.",Universiti Utara Malaysia
55503361900,"Mebarek Oudina, F.",Universiti Utara Malaysia
56622959700,"Mustapa, Ifa Rizad",Universiti Utara Malaysia
16024142900,"Ahmad-Zaluki, Nurwati A.",Universiti Utara Malaysia
56103620300,"Mohamad, Mohd Saiful Adli",Universiti Utara Malaysia
57202049985,"Temitope, Olanrewaju Abdus Samad",Universiti Utara Malaysia
57203125369,"Mokhtar, Ahmad Azman",Universiti Utara Malaysia
7102563869,"Mishra, Vivekanand",Universiti Utara Malaysia
55602491900,"Jameel, A. F.",Universiti Utara Malaysia
57205264358,"Jabbar, Muhammad Naveed",Universiti Utara Malaysia
35559828100,"Rajemi, M. F.",Universiti Utara Malaysia
56857349700,"Ayub, Zainal Amin",Universiti Utara Malaysia
57194537844,"Noor, Farukh",Universiti Utara Malaysia
32667637500,"Hj. Kassim, Salina",Universiti Utara Malaysia
57189589666,"Nordin, Hasniza",Universiti Utara Malaysia
56039455300,"Saad, Sazianti Mohd",Universiti Utara Malaysia
56050158000,"Noor, Murshidi Mohd",Universiti Utara Malaysia
37028848200,"Bin Taib, Che Azlan",Universiti Utara Malaysia
57193404858,"bin Shahbudin, Mohd Shahremy Ikmal",Universiti Utara Malaysia
57035339000,"Nazir, Eliy Nazira Mat",Universiti Utara Malaysia
57194288924,"Nooraihan, A.",Universiti Utara Malaysia
55214172300,"Ismail, Ahmad Munawar",Universiti Utara Malaysia
57203663458,"Hamzah, Mohd Fodli Bin",Universiti Utara Malaysia
35339206300,"Kayat, K.",Universiti Utara Malaysia
36521260900,"Mahamood, Yahaya",Universiti Utara Malaysia
14008968200,"Hassan, R.",Universiti Utara Malaysia
57203581020,"Almagdoub, Almahdi",Universiti Utara Malaysia
6506003960,"Udin, Zulkifli M.",Universiti Utara Malaysia
56829492000,"Abdul-Majid, Jamaliah",Universiti Utara Malaysia
56028326600,"Hared, Bashir Abdisamad",Universiti Utara Malaysia
57205320761,"Hamid, Mohamad Ali Abdul",Universiti Utara Malaysia
23033315500,"Ahmad, Syakila",Universiti Utara Malaysia
57007918000,"Hamzah, Muhammad Sodbir",Universiti Utara Malaysia
56026303600,"Shittu, Abdul Jaleel K.",Universiti Utara Malaysia
56578667300,"Mohd Danuri, Mohd Suhaimi",Universiti Utara Malaysia
57203814731,"Tan, Kar Hooi",Universiti Utara Malaysia
55143774600,"Hong, Pei Yee",Universiti Utara Malaysia
16203167300,"Lim, Hock Eam",Universiti Utara Malaysia
56495194800,"Akanmu, Semiu",Universiti Utara Malaysia
36856932900,"Razak, Nor Azam Abdul",Universiti Utara Malaysia
57206273869,"Aliyu, Musa Adamu",Universiti Utara Malaysia
55337959900,"Subhan, Muhammad",Universiti Utara Malaysia
36436704400,"Abidin, Shamharir",Universiti Utara Malaysia
55930147400,"Shuib, Mohd Sollehudin",Universiti Utara Malaysia
56511412700,"Nordin, Munif Zarirruddin Fikri",Universiti Utara Malaysia
54384940200,"Bt Abu Bakar, Nor Aznin",Universiti Utara Malaysia
56819388900,"Abdullah, Jamalunlaili",Universiti Utara Malaysia
56958325600,"Alsaad, Abdallah",Universiti Utara Malaysia
36459514700,"Bhatti, Muhammad Awais",Universiti Utara Malaysia
57191670387,"Mahbubur Rahman, S. M.",Universiti Utara Malaysia
57190408761,"Dileep Kumar, M.",Universiti Utara Malaysia
57193692030,"Sarangal, Himali",Universiti Utara Malaysia
39360972000,"Battor, Moustafa",Universiti Utara Malaysia
57170895700,"Osazuwa, Nosakhare Peter",Universiti Utara Malaysia
25824977200,"Hamid, Norsiah Abdul",Universiti Utara Malaysia
57014699600,"Gopalan, Valarmathie",Universiti Utara Malaysia
26664524300,"Fernando, Yudi",Universiti Utara Malaysia
56503976400,"Elbreiki, Walid",Universiti Utara Malaysia
57200440811,"Esmail Alekam, Jamal Mohammed",Universiti Utara Malaysia
55920610000,"Shaari, Nassiriah",Universiti Utara Malaysia
57203233310,"Ishak, Mohamad Khairi",Universiti Utara Malaysia
56025666100,"Adedokun-Shittu, Nafisat Afolake",Universiti Utara Malaysia
57189987641,"Abrar-Ul-haq, Muhammad",Universiti Utara Malaysia
35811553600,"Yaser, Miaji",Universiti Utara Malaysia
55863507200,"ALDamoe, Fathi Mohamed Abduljlil",Universiti Utara Malaysia
36523436300,"Mansur, Mustazar",Universiti Utara Malaysia
56950251900,"Sharif, Kamal Imran Mohd",Universiti Utara Malaysia
57200159149,"Badrawi, Samir",Universiti Utara Malaysia
56905235800,"Mousa, Aseel",Universiti Utara Malaysia
55496918100,"Ramalu, Subramaniam Sri",Universiti Utara Malaysia
57202984923,"Alghushami, Abdullah",Universiti Utara Malaysia
36608228400,"Jahnkassim, Puteri Shireen",Universiti Utara Malaysia
56950230000,"Taib, Mohd Yazid Md",Universiti Utara Malaysia
26664524300,"Fernando, Yudi",Universiti Utara Malaysia
57189701443,"Shittu, Isah",Universiti Utara Malaysia
55976134400,"Mohammed Yusr, Maha",Universiti Utara Malaysia
57194421738,"Ismail, Abdullah Hamoud",Universiti Utara Malaysia
6506085008,"Mahmod, Ramlan",Universiti Utara Malaysia
56346969400,"Zaihidee, Fardila Mohd",Universiti Utara Malaysia
57204434712,"Brahim, Malike",Universiti Utara Malaysia
54584090600,"Noor, Nurtihah Mohamed",Universiti Utara Malaysia
55966864200,"Muraina, Ishola D.",Universiti Utara Malaysia
57194154109,"Nuhu, Mohammed",Universiti Utara Malaysia
12753037900,"Pradhan, Biswajeet",Universiti Utara Malaysia
24923134000,"Mustafar, Mastora",Universiti Utara Malaysia
56636200100,"Sivarajasingham, Selliah",Universiti Utara Malaysia
57191431580,"Yusoff, Yuhainis Bt Mohd",Universiti Utara Malaysia
36683028200,"Mohd Omar, Hasbullah",Universiti Utara Malaysia
56581297100,"Ali, Zaigham",Universiti Utara Malaysia
57205625105,"Aremu, Adejare Yusuff",Universiti Utara Malaysia
36160355300,"Chan, Sok Gee",Universiti Utara Malaysia
56300048600,"Fok-Yew, Oon",Universiti Utara Malaysia
7003582354,"Othman, N. H.",Universiti Utara Malaysia
57003009300,"Tajuddin, Ahmad Hakimi",Universiti Utara Malaysia
56147183200,"Mohammed, Abdul Alem",Universiti Utara Malaysia
57195622997,"Rahman, Haseeb Ur",Universiti Utara Malaysia
55932068800,"Abidin, Norhaslinda Zainal",Universiti Utara Malaysia
57192196120,"Ismail, Mohd Noorizhar",Universiti Utara Malaysia
57205064402,"Mohamed, Mudzamir Bin",Universiti Utara Malaysia
57202043634,"Hail, G. A.M.Taufiq",Universiti Utara Malaysia
57002508300,"Elias, Ezanee Mohamed",Universiti Utara Malaysia
55851948148,"Rahman, Md Mijanur",Universiti Utara Malaysia
8930580800,"Spinelli, Gabriella",Universiti Utara Malaysia
57192805966,"Aziz, Norazita Marina Abdul",Universiti Utara Malaysia
56181468600,"Piaralal, Shishi Kumar",Universiti Utara Malaysia
35239818900,"Dwivedi, Yogesh K.",Universiti Utara Malaysia
57195945550,"Mohd Adnan, Mohd Muttaqin",Universiti Utara Malaysia
57205114331,"Salamsalam, Sobihatun Nur Abdul",Universiti Utara Malaysia
7402136735,"Rose, Raduan Che",Universiti Utara Malaysia
